ScreenName,AuthorID,TweetID,Text,TweetDate,isReply,RetweetCount,ReplyCount,LikeCount,QuoteCount,Language,PossibleSensitive,Source,1stURLStart,1stURLEnd,1stURL,1stURLExp,2ndURLStart,2ndURLEnd,2ndURL,2ndURLExp,3rdURLStart,3rdURLEnd,3rdURL,3rdURLExp
GavinNewsom,11347122,1421167248060796928,"The Delta variant is up to 60% more contagious.

Now is the time to get vaccinated.

It’s safe. It’s effective. And it can save your life. https://t.co/tVLJYmJzEA",2021-07-30 17:54:10+00:00,False,766,466,3323,41,en,False,Twitter for iPhone,139,162,https://t.co/tVLJYmJzEA,https://www.sacbee.com/news/coronavirus/article253112048.html,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1420854269394124800,Agreed. https://t.co/PrvVOQz1yY,2021-07-29 21:10:30+00:00,False,147,313,1541,33,en,False,Twitter for iPhone,8,31,https://t.co/PrvVOQz1yY,https://twitter.com/kylegriffin1/status/1420850366745354242,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1420849084328341504,"This week, CA announced we would be requiring state employees to provide proof of vaccination or submit to regular testing.

Now, the federal government is following suit.

The right move. Thank you @POTUS. https://t.co/OrqSeRHHN7",2021-07-29 20:49:54+00:00,False,305,370,2478,30,en,False,Twitter for iPhone,207,230,https://t.co/OrqSeRHHN7,https://twitter.com/ABCPolitics/status/1420847017299955716,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1420833676435152900,Vote NO on September 14th to stop the Republican Recall. https://t.co/mY6AYA1DUg,2021-07-29 19:48:40+00:00,False,3090,2348,14977,417,en,False,Twitter for iPhone,57,80,https://t.co/mY6AYA1DUg,https://twitter.com/ewarren/status/1420827489497145345,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1420815667746394114,Another positive sign: Over 100K vaccines were reported yesterday. That’s the most we’ve seen in the last 3 weeks.,2021-07-29 18:37:07+00:00,False,2426,552,31883,135,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1420543215577358342,"Great news. California saw a 20% increase in vaccines over the last week:
- 220,752 1st doses, July 12-18
- 265,856 1st doses, July 19-25

Let’s keep it up.",2021-07-29 00:34:29+00:00,False,1405,472,13543,110,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1420455297471049731,"Listen to @ewarren.

Vote NO on September 14th to stop the Republican Recall. https://t.co/RcG5zQZQYU",2021-07-28 18:45:08+00:00,False,1519,1142,5203,243,en,False,Twitter for iPhone,78,101,https://t.co/RcG5zQZQYU,https://twitter.com/StopRepRecall/status/1420452171653341184/video/1,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1420399102211227650,"👀 As California goes, so goes the nation. https://t.co/UEg3s09dsz",2021-07-28 15:01:50+00:00,False,666,906,7046,172,en,False,Twitter for iPhone,42,65,https://t.co/UEg3s09dsz,https://twitter.com/kylieatwood/status/1420127149235834887,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1420386508599529481,"A reminder of what it looks like in other places of the world right now.

Get vaccinated. It’s free. It’s safe. And it’s accessible. Other people are waiting 111 hours. You can just walk right in. https://t.co/uMKvihKFP8",2021-07-28 14:11:47+00:00,False,565,284,2740,37,en,False,Twitter for iPhone,197,220,https://t.co/uMKvihKFP8,https://www.nytimes.com/2021/07/28/world/asia/south-korea-vaccine-covid.html,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1420172328709726209,The right move. https://t.co/AM4RGYCrKF,2021-07-28 00:00:43+00:00,False,602,721,7438,62,en,False,Twitter for iPhone,16,39,https://t.co/AM4RGYCrKF,https://twitter.com/ABC7/status/1420167218780770305,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1420121971975618561,"The right thing to do. Thank you, @RobertGarcia. https://t.co/vE3MubkVYg",2021-07-27 20:40:37+00:00,False,195,308,2335,21,en,False,Twitter for iPhone,49,72,https://t.co/vE3MubkVYg,https://twitter.com/RobertGarcia/status/1420120911986892803,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1420101900947443714,"NEW: CA is now the first state in the nation to expand Medi-Cal eligibility to low-income adults 50 and older, regardless of immigration status.
https://t.co/kIhch1vmNs",2021-07-27 19:20:52+00:00,False,684,434,4158,117,en,False,Twitter for iPhone,145,168,https://t.co/kIhch1vmNs,https://www.latimes.com/california/story/2021-07-27/medi-cal-expansion-immigrants-budget-california-newsom-legislature,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1420088686176178183,Tune in now. https://t.co/mO6TBaW0Nw,2021-07-27 18:28:21+00:00,False,55,153,409,4,en,False,Twitter for iPhone,13,36,https://t.co/mO6TBaW0Nw,https://twitter.com/CAgovernor/status/1420087941863337987,NA,NA,NA,NA,NA,NA,NA,NA
